sample_id,source_image,target_image,instruction,edit_type,subject_category,subject_description,original_background,target_background,keep_constraints,negative_constraints,source_generator,edit_generator,subject_bbox,subject_mask_path,qc_status,reject_reason,split
sbg_000087,final/source/sbg_000087.png,final/target/sbg_000087.png,保持主体a folded red umbrella with a black handle的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从entryway wall改为a minimal flat-color studio background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a folded red umbrella with a black handle,entryway wall,a minimal flat-color studio background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000087.png,accepted,,test
sbg_000088,final/source/sbg_000088.png,final/target/sbg_000088.png,保持主体a blue ceramic bowl with white rim的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从kitchen counter改为a cinematic but realistic background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a blue ceramic bowl with white rim,kitchen counter,a cinematic but realistic background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000088.png,accepted,,test
sbg_000089,final/source/sbg_000089.png,final/target/sbg_000089.png,保持主体an acoustic wooden guitar with a dark sound hole的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从music room改为a soft watercolor-style background while the subject remains photorealistic。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,an acoustic wooden guitar with a dark sound hole,music room,a soft watercolor-style background while the subject remains photorealistic,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000089.png,accepted,,test
sbg_000090,final/source/sbg_000090.png,final/target/sbg_000090.png,保持主体a small table lamp with a beige shade的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bedside table改为a clean paper-cut style background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a small table lamp with a beige shade,bedside table,a clean paper-cut style background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000090.png,accepted,,test
sbg_000091,final/source/sbg_000091.png,final/target/sbg_000091.png,保持主体a skateboard with a plain black deck的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从urban pavement改为the original background with small background balloons added far behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a skateboard with a plain black deck,urban pavement,the original background with small background balloons added far behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000091.png,accepted,,test
sbg_000092,final/source/sbg_000092.png,final/target/sbg_000092.png,保持主体a small potted cactus in a terracotta pot的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunny windowsill改为the original background with background bookshelves added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a small potted cactus in a terracotta pot,sunny windowsill,the original background with background bookshelves added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000092.png,accepted,,test
sbg_000093,final/source/sbg_000093.png,final/target/sbg_000093.png,保持主体a clear glass bottle with a cork stopper的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rustic shelf改为the original background with small distant string lights added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a clear glass bottle with a cork stopper,rustic shelf,the original background with small distant string lights added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000093.png,accepted,,test
sbg_000094,final/source/sbg_000094.png,final/target/sbg_000094.png,保持主体a silver metal kettle with a black handle的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从stove top改为the original background with distant plants added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a silver metal kettle with a black handle,stove top,the original background with distant plants added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000094.png,accepted,,test
sbg_000095,final/source/sbg_000095.png,final/target/sbg_000095.png,保持主体an orange hard-shell suitcase with black wheels的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从airport waiting area改为the original background with small background balloons added far behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,an orange hard-shell suitcase with black wheels,airport waiting area,the original background with small background balloons added far behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000095.png,accepted,,test
sbg_000096,final/source/sbg_000096.png,final/target/sbg_000096.png,保持主体a blue ceramic mug with a round handle的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从office desk改为the original background with background bookshelves added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a blue ceramic mug with a round handle,office desk,the original background with background bookshelves added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000096.png,accepted,,test
sbg_000097,final/source/sbg_000097.png,final/target/sbg_000097.png,保持主体a wooden toy train with red wheels的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从playroom floor改为the original background with small distant string lights added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a wooden toy train with red wheels,playroom floor,the original background with small distant string lights added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000097.png,accepted,,test
sbg_000098,final/source/sbg_000098.png,final/target/sbg_000098.png,保持主体black over-ear headphones with soft ear pads的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从studio table改为the original background with distant plants added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,black over-ear headphones with soft ear pads,studio table,the original background with distant plants added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000098.png,accepted,,test
sbg_000099,final/source/sbg_000099.png,final/target/sbg_000099.png,保持主体a round white analog clock with black numbers的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从plain wall shelf改为the original background with small background balloons added far behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a round white analog clock with black numbers,plain wall shelf,the original background with small background balloons added far behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000099.png,accepted,,test
sbg_000100,final/source/sbg_000100.png,final/target/sbg_000100.png,保持主体a green camping lantern with a metal handle的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从camp table改为the original background with background bookshelves added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a green camping lantern with a metal handle,camp table,the original background with background bookshelves added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000100.png,accepted,,test
sbg_000101,final/source/sbg_000101.png,final/target/sbg_000101.png,保持主体a calm red fox with a white chest and black-tipped ears的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从misty pine forest clearing改为a peaceful lakeside campsite。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a calm red fox with a white chest and black-tipped ears,misty pine forest clearing,a peaceful lakeside campsite,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000101.png,accepted,,train
sbg_000102,final/source/sbg_000102.png,final/target/sbg_000102.png,保持主体a sitting orange tabby cat with clear stripes and green eyes的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunlit apartment windowsill改为a bright greenhouse full of plants。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a sitting orange tabby cat with clear stripes and green eyes,sunlit apartment windowsill,a bright greenhouse full of plants,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000102.png,accepted,,train
sbg_000103,final/source/sbg_000103.png,final/target/sbg_000103.png,保持主体a golden retriever wearing a plain blue collar的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从suburban backyard lawn改为a cobblestone old town street。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a golden retriever wearing a plain blue collar,suburban backyard lawn,a cobblestone old town street,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000103.png,accepted,,train
sbg_000104,final/source/sbg_000104.png,final/target/sbg_000104.png,保持主体a round panda bear with black eye patches and soft white fur的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bamboo grove改为a simple studio with pastel backdrop。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a round panda bear with black eye patches and soft white fur,bamboo grove,a simple studio with pastel backdrop,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000104.png,accepted,,train
sbg_000105,final/source/sbg_000105.png,final/target/sbg_000105.png,保持主体a small penguin standing upright with glossy black feathers的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从icy shoreline改为a quiet seaside boardwalk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a small penguin standing upright with glossy black feathers,icy shoreline,a quiet seaside boardwalk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000105.png,accepted,,train
sbg_000106,final/source/sbg_000106.png,final/target/sbg_000106.png,保持主体a white rabbit with upright ears and a small gray nose的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从spring meadow改为a snowy mountain village。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a white rabbit with upright ears and a small gray nose,spring meadow,a snowy mountain village,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000106.png,accepted,,train
sbg_000107,final/source/sbg_000107.png,final/target/sbg_000107.png,保持主体a brown owl with large amber eyes perched on a branch的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从old woodland改为a clean modern museum hall。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a brown owl with large amber eyes perched on a branch,old woodland,a clean modern museum hall,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000107.png,accepted,,train
sbg_000108,final/source/sbg_000108.png,final/target/sbg_000108.png,保持主体a green turtle with a patterned shell on flat stone的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从quiet pond edge改为a desert road at golden hour。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a green turtle with a patterned shell on flat stone,quiet pond edge,a desert road at golden hour,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000108.png,accepted,,train
sbg_000109,final/source/sbg_000109.png,final/target/sbg_000109.png,保持主体a gray squirrel holding a small acorn的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从city park bench改为the same type of scene at night with soft street lights。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a gray squirrel holding a small acorn,city park bench,the same type of scene at night with soft street lights,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000109.png,accepted,,train
sbg_000110,final/source/sbg_000110.png,final/target/sbg_000110.png,保持主体a red panda with a ringed tail standing on a log的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从temperate forest改为the same type of scene at sunrise with warm light。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a red panda with a ringed tail standing on a log,temperate forest,the same type of scene at sunrise with warm light,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000110.png,accepted,,train
sbg_000111,final/source/sbg_000111.png,final/target/sbg_000111.png,保持主体a glossy white ceramic teapot with a curved spout的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从wooden kitchen table改为the same type of scene at blue hour dusk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a glossy white ceramic teapot with a curved spout,wooden kitchen table,the same type of scene at blue hour dusk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000111.png,accepted,,train
sbg_000112,final/source/sbg_000112.png,final/target/sbg_000112.png,保持主体a red city bicycle with a black seat and front basket的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从quiet street corner改为the same type of scene under midday sunlight。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a red city bicycle with a black seat and front basket,quiet street corner,the same type of scene under midday sunlight,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000112.png,accepted,,train
sbg_000113,final/source/sbg_000113.png,final/target/sbg_000113.png,保持主体a black vintage film camera with silver lens rings的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从photography studio desk改为a rainy version of the scene with wet ground。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a black vintage film camera with silver lens rings,photography studio desk,a rainy version of the scene with wet ground,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000113.png,accepted,,train
sbg_000114,final/source/sbg_000114.png,final/target/sbg_000114.png,保持主体a blue canvas backpack with brown straps的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从school hallway改为a snowy version of the scene with gentle snow。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a blue canvas backpack with brown straps,school hallway,a snowy version of the scene with gentle snow,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000114.png,accepted,,train
sbg_000115,final/source/sbg_000115.png,final/target/sbg_000115.png,保持主体a simple wooden chair with a woven seat的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从minimal dining room改为a foggy version of the scene with low mist。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a simple wooden chair with a woven seat,minimal dining room,a foggy version of the scene with low mist,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000115.png,accepted,,val
sbg_000116,final/source/sbg_000116.png,final/target/sbg_000116.png,保持主体a transparent glass vase with a narrow neck的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bright living room shelf改为a sunny version after rain with clear reflections。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a transparent glass vase with a narrow neck,bright living room shelf,a sunny version after rain with clear reflections,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000116.png,accepted,,val
sbg_000117,final/source/sbg_000117.png,final/target/sbg_000117.png,保持主体a single yellow rain boot standing upright的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从mudroom floor改为a soft watercolor-style background while the subject remains photorealistic。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a single yellow rain boot standing upright,mudroom floor,a soft watercolor-style background while the subject remains photorealistic,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000117.png,accepted,,val
sbg_000118,final/source/sbg_000118.png,final/target/sbg_000118.png,保持主体a small silver toy robot with round eyes的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从child's play table改为a clean paper-cut style background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a small silver toy robot with round eyes,child's play table,a clean paper-cut style background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000118.png,accepted,,test
sbg_000119,final/source/sbg_000119.png,final/target/sbg_000119.png,保持主体a green metal watering can with a long spout的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从garden shed改为the original background with small background balloons added far behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a green metal watering can with a long spout,garden shed,the original background with small background balloons added far behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000119.png,accepted,,test
sbg_000120,final/source/sbg_000120.png,final/target/sbg_000120.png,保持主体a clean white sneaker with flat laces的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从concrete floor改为the original background with background bookshelves added behind the subject。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_object,object,a clean white sneaker with flat laces,concrete floor,the original background with background bookshelves added behind the subject,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000120.png,accepted,,test
